window_id,event_id,location,fold,ground_truth_label,error_type,predicted_prob,threshold_used,confidence_margin,error_confidence,mean_keypoint_vis,min_keypoint_vis,high_vis_ratio,low_vis_ratio,max_down_vel,mean_down_vel,max_vel_mag,mean_vel_mag,peak_abruptness_ratio,down_motion_duration,mean_torso_scale,std_torso_scale
Le2i_Home_01_video (4)_w003,Le2i_Home_01_video (4),Home_01,3,NORMAL,TN,0.0,0.73,0.73,0.0,0.4172,0.0,0.3582,0.5533,1.47115,0.020692,3.217252,0.290697,71.0925,44,0.976636,0.017333
Le2i_Home_01_video (4)_w004,Le2i_Home_01_video (4),Home_01,3,NORMAL,TN,7e-06,0.73,0.729993,0.0,0.4215,0.0,0.3679,0.5558,1.353169,0.002449,1.417763,0.123962,552.3326,42,0.948496,0.083936
Le2i_Home_01_video (4)_w005,Le2i_Home_01_video (4),Home_01,3,FALL,TP,0.990736,0.73,0.260736,0.0,0.346,0.0,0.2812,0.6388,8.848905,-0.029244,10.847819,0.930229,0.0,43,0.546142,0.388479
Le2i_Home_01_video (4)_w006,Le2i_Home_01_video (4),Home_01,3,FALL,TP,0.820479,0.73,0.090479,0.0,0.3082,0.0,0.2164,0.677,8.848905,-0.027449,10.847819,1.095356,0.0,44,0.231344,0.134084
Le2i_Home_01_video (4)_w007,Le2i_Home_01_video (4),Home_01,3,FALL,TP,0.769274,0.73,0.039274,0.0,0.3523,0.0,0.2406,0.6236,2.138928,0.000618,2.27694,0.353383,3453.1387,42,0.283848,0.033087
Le2i_Home_01_video (5)_w000,Le2i_Home_01_video (5),Home_01,3,NORMAL,TN,0.0,0.73,0.73,0.0,0.4141,0.0,0.3521,0.5436,0.67797,-0.00096,0.95038,0.079223,0.0,29,0.975048,0.010257
Le2i_Home_01_video (5)_w001,Le2i_Home_01_video (5),Home_01,3,NORMAL,TN,0.0,0.73,0.73,0.0,0.3852,0.0,0.3327,0.5873,0.377149,0.005165,0.428969,0.067004,73.01,33,0.985497,0.007041
Le2i_Home_01_video (5)_w002,Le2i_Home_01_video (5),Home_01,3,NORMAL,FP,0.971508,0.73,0.241508,0.971508,0.3414,0.0,0.2558,0.6309,18.203659,0.000807,22.029308,0.682472,22532.6873,46,0.905687,0.143826
Le2i_Home_01_video (5)_w003,Le2i_Home_01_video (5),Home_01,3,FALL,TP,0.957721,0.73,0.227721,0.0,0.238,0.0,0.1545,0.7388,18.203659,0.038162,22.029308,1.106208,476.9974,41,0.590011,0.381296
Le2i_Home_01_video (5)_w004,Le2i_Home_01_video (5),Home_01,3,FALL,TP,0.753639,0.73,0.023639,0.0,0.0631,0.0,0.0309,0.9358,3.956764,0.050279,6.713592,0.447635,78.695,16,0.178931,0.331412
Le2i_Home_01_video (5)_w005,Le2i_Home_01_video (5),Home_01,3,FALL,FN,0.628011,0.73,0.101989,0.371989,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Le2i_Home_01_video (6)_w000,Le2i_Home_01_video (6),Home_01,3,NORMAL,TN,0.0,0.73,0.73,0.0,0.399,0.0,0.3139,0.5624,0.478124,0.002416,0.479141,0.049705,197.8053,24,0.988372,0.006552
Le2i_Home_01_video (6)_w001,Le2i_Home_01_video (6),Home_01,3,NORMAL,TN,1e-06,0.73,0.729999,0.0,0.352,0.0,0.2564,0.6109,0.652518,0.003208,0.861826,0.112721,203.3242,40,0.936269,0.08744
Le2i_Home_01_video (6)_w002,Le2i_Home_01_video (6),Home_01,3,NORMAL,TN,2.1e-05,0.73,0.729979,0.0,0.354,0.0,0.2739,0.6176,0.652518,0.014432,0.861826,0.125515,45.2106,40,0.912484,0.084468
Le2i_Home_01_video (6)_w003,Le2i_Home_01_video (6),Home_01,3,FALL,FN,0.620103,0.73,0.109897,0.379897,0.3181,0.0,0.2776,0.6715,4.390051,0.040427,5.765594,0.152685,108.5898,23,0.81178,0.357392
Le2i_Home_01_video (6)_w004,Le2i_Home_01_video (6),Home_01,3,FALL,TP,0.951376,0.73,0.221376,0.0,0.3169,0.0,0.2721,0.6533,6.277451,-0.034,9.092164,0.570433,0.0,27,0.446294,0.423972
Le2i_Home_01_video (6)_w005,Le2i_Home_01_video (6),Home_01,3,FALL,TP,0.785452,0.73,0.055452,0.0,0.4071,0.0,0.3582,0.5388,6.277451,-0.0558,9.092164,0.552076,0.0,39,0.18033,0.148874
Le2i_Home_01_video (7)_w000,Le2i_Home_01_video (7),Home_01,3,NORMAL,TN,0.0,0.73,0.73,0.0,0.389,0.0,0.3139,0.5776,0.238703,0.017808,0.407038,0.077815,13.4035,40,0.990683,0.009408
Le2i_Home_01_video (7)_w001,Le2i_Home_01_video (7),Home_01,3,NORMAL,TN,0.0,0.73,0.73,0.0,0.4006,0.0,0.3479,0.5752,0.225455,0.018153,0.291075,0.054453,12.4191,33,0.99024,0.009069
Le2i_Home_01_video (7)_w002,Le2i_Home_01_video (7),Home_01,3,NORMAL,TN,0.0,0.73,0.73,0.0,0.4074,0.0,0.3661,0.58,0.140786,0.001932,0.170628,0.033946,72.8178,18,0.995839,0.001729
Le2i_Home_01_video (7)_w003,Le2i_Home_01_video (7),Home_01,3,NORMAL,TN,5e-06,0.73,0.729995,0.0,0.3838,0.0,0.3358,0.6115,0.10964,-0.00471,0.144427,0.038375,0.0,16,0.990233,0.01425
Le2i_Home_01_video (7)_w004,Le2i_Home_01_video (7),Home_01,3,FALL,FN,0.709913,0.73,0.020087,0.290087,0.3547,0.0,0.3145,0.6364,10.783785,0.024375,15.156991,0.506165,442.3981,27,0.879268,0.294162
Le2i_Home_01_video (7)_w005,Le2i_Home_01_video (7),Home_01,3,FALL,TP,0.923572,0.73,0.193572,0.0,0.3705,0.0,0.3224,0.6164,10.783785,-0.018192,15.156991,0.85753,0.0,42,0.454992,0.429879
Le2i_Home_01_video (7)_w006,Le2i_Home_01_video (7),Home_01,3,NORMAL,FP,0.831459,0.73,0.101459,0.831459,0.4054,0.0,0.3564,0.5867,2.316308,0.015855,3.516243,0.43929,146.0881,47,0.17302,0.099776
Le2i_Home_01_video (8)_w000,Le2i_Home_01_video (8),Home_01,3,NORMAL,TN,0.0,0.73,0.73,0.0,0.3689,0.0,0.3303,0.5988,1.50798,-0.012278,3.850981,0.145763,0.0,18,0.878054,0.324254
Le2i_Home_01_video (8)_w001,Le2i_Home_01_video (8),Home_01,3,NORMAL,TN,0.0,0.73,0.73,0.0,0.4675,0.0,0.4533,0.4964,0.153019,-0.012623,0.255527,0.058726,0.0,22,0.997779,0.002645
Le2i_Home_01_video (8)_w002,Le2i_Home_01_video (8),Home_01,3,NORMAL,TN,0.0,0.73,0.73,0.0,0.4787,0.0,0.4812,0.4897,0.153019,-0.010666,0.24322,0.052741,0.0,22,0.998946,0.001059
Le2i_Home_01_video (8)_w003,Le2i_Home_01_video (8),Home_01,3,NORMAL,TN,0.019824,0.73,0.710176,0.0,0.4708,0.0,0.4691,0.4976,7.285041,-0.13814,23.511578,0.618326,0.0,28,0.968598,0.146307
Le2i_Home_01_video (8)_w004,Le2i_Home_01_video (8),Home_01,3,FALL,TP,0.970861,0.73,0.240861,0.0,0.4293,0.0,0.3739,0.5309,11.389482,-0.035451,23.511578,1.21887,0.0,40,0.72999,0.288319
Le2i_Home_01_video (8)_w005,Le2i_Home_01_video (8),Home_01,3,FALL,TP,0.994829,0.73,0.264829,0.0,0.3835,0.0,0.2994,0.5824,60.83852,0.096235,77.496407,2.645423,632.1788,46,0.605174,0.207036
Le2i_Home_01_video (8)_w006,Le2i_Home_01_video (8),Home_01,3,FALL,TP,0.998587,0.73,0.268587,0.0,0.408,0.0,0.3509,0.56,60.83852,0.047469,77.496407,2.472005,1281.6261,46,0.787392,0.178554
Le2i_Home_01_video (8)_w007,Le2i_Home_01_video (8),Home_01,3,FALL,TP,0.830934,0.73,0.100934,0.0,0.4643,0.0,0.4291,0.497,4.00538,0.080242,10.382833,0.463123,49.9154,39,0.942859,0.093328
Le2i_Home_01_video (8)_w008,Le2i_Home_01_video (8),Home_01,3,FALL,FN,1e-06,0.73,0.729999,0.999999,0.4465,0.0,0.4218,0.5297,0.209919,0.016219,0.23521,0.039116,12.9421,18,0.999774,0.000199
Le2i_Home_01_video (8)_w009,Le2i_Home_01_video (8),Home_01,3,FALL,FN,0.000217,0.73,0.729783,0.999783,0.2586,0.0,0.2176,0.737,2.658484,0.023606,4.111444,0.088568,112.6155,11,0.939799,0.237436
Le2i_Home_01_video (9)_w000,Le2i_Home_01_video (9),Home_01,3,NORMAL,TN,0.628011,0.73,0.101989,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Le2i_Home_01_video (9)_w001,Le2i_Home_01_video (9),Home_01,3,NORMAL,TN,4e-06,0.73,0.729996,0.0,0.0838,0.0,0.0709,0.9158,1.830189,-0.016469,3.831788,0.152564,0.0,8,0.239183,0.425631
Le2i_Home_01_video (9)_w002,Le2i_Home_01_video (9),Home_01,3,NORMAL,TN,0.0,0.73,0.73,0.0,0.3109,0.0,0.2812,0.6679,1.830189,-0.022704,3.831788,0.183342,0.0,16,0.738344,0.437655
Le2i_Home_01_video (9)_w003,Le2i_Home_01_video (9),Home_01,3,NORMAL,TN,0.0,0.73,0.73,0.0,0.4655,0.0,0.4515,0.4982,0.127179,-0.013748,0.32632,0.058765,0.0,16,0.999038,0.000968
Le2i_Home_01_video (9)_w004,Le2i_Home_01_video (9),Home_01,3,NORMAL,TN,3e-06,0.73,0.729997,0.0,0.4761,0.0,0.48,0.5006,1.224735,-0.080869,3.863704,0.159697,0.0,28,0.98909,0.030591
Le2i_Home_01_video (9)_w005,Le2i_Home_01_video (9),Home_01,3,FALL,TP,0.999861,0.73,0.269861,0.0,0.4198,0.0,0.3588,0.5424,19.2416,-0.060678,25.250612,1.301576,0.0,45,0.884613,0.141668
Le2i_Home_01_video (9)_w006,Le2i_Home_01_video (9),Home_01,3,FALL,TP,0.991299,0.73,0.261299,0.0,0.3731,0.0,0.2661,0.5818,19.2416,-0.04682,25.250612,2.210407,0.0,45,0.628438,0.268156
Le2i_Home_01_video (9)_w007,Le2i_Home_01_video (9),Home_01,3,FALL,TP,0.960249,0.73,0.230249,0.0,0.4246,0.0,0.3697,0.5424,6.871098,0.044519,8.931959,1.345508,154.3377,44,0.583446,0.291423
Le2i_Home_01_video (9)_w008,Le2i_Home_01_video (9),Home_01,3,FALL,FN,3e-06,0.73,0.729997,0.999997,0.4614,0.0,0.4455,0.5145,4.22044,0.112808,5.72662,0.340646,37.4123,39,0.844152,0.238147
Le2i_Home_01_video (9)_w009,Le2i_Home_01_video (9),Home_01,3,FALL,FN,1e-06,0.73,0.729999,0.999999,0.3858,0.0,0.3564,0.5994,0.606922,0.03014,0.839394,0.071189,20.1359,20,0.993035,0.012187
Le2i_Home_01_video (9)_w010,Le2i_Home_01_video (9),Home_01,3,FALL,FN,0.475476,0.73,0.254524,0.524524,0.1755,0.0,0.1412,0.8158,3.84708,0.022936,6.071861,0.126763,167.7252,14,0.75919,0.42663
Le2i_Home_01_video (9)_w011,Le2i_Home_01_video (9),Home_01,3,FALL,FN,0.694,0.73,0.036,0.306,0.0175,0.0,0.0067,0.9824,3.84708,0.021649,6.071861,0.109672,177.6966,8,0.259899,0.438464
Le2i_Home_02_video (31)_w000,Le2i_Home_02_video (31),Home_02,4,NORMAL,TN,0.004693,0.43,0.425307,0.0,0.4027,0.0,0.34,0.5588,0.313979,0.001917,0.424885,0.073056,163.718,34,0.989885,0.000947
Le2i_Home_02_video (31)_w001,Le2i_Home_02_video (31),Home_02,4,NORMAL,TN,0.002728,0.43,0.427272,0.0,0.4059,0.0,0.3424,0.5545,0.280988,-0.001998,0.638664,0.093591,0.0,35,0.989249,0.001493
Le2i_Home_02_video (31)_w002,Le2i_Home_02_video (31),Home_02,4,NORMAL,TN,0.002413,0.43,0.427587,0.0,0.4136,0.0,0.3515,0.5467,0.312789,-0.00399,0.892529,0.136504,0.0,37,0.987948,0.001767
Le2i_Home_02_video (31)_w003,Le2i_Home_02_video (31),Home_02,4,NORMAL,TN,1e-06,0.43,0.429999,0.0,0.4062,0.0,0.3339,0.5564,2.407437,0.004035,5.441977,0.54002,596.5606,41,0.988309,0.00742
Le2i_Home_02_video (31)_w004,Le2i_Home_02_video (31),Home_02,4,NORMAL,TN,1e-06,0.43,0.429999,0.0,0.3825,0.0,0.3055,0.5861,2.407437,0.019909,5.441977,0.524579,120.9189,41,0.993644,0.008729
Le2i_Home_02_video (31)_w005,Le2i_Home_02_video (31),Home_02,4,NORMAL,TN,0.001385,0.43,0.428615,0.0,0.3799,0.0,0.3115,0.5945,0.327825,0.009318,0.615633,0.086617,35.1786,28,0.994273,0.012158
Le2i_Home_02_video (31)_w006,Le2i_Home_02_video (31),Home_02,4,NORMAL,TN,0.000342,0.43,0.429658,0.0,0.3853,0.0,0.3279,0.5994,0.176646,-0.00964,0.353295,0.059683,0.0,18,0.97612,0.025046
Le2i_Home_02_video (31)_w007,Le2i_Home_02_video (31),Home_02,4,FALL,TP,0.830173,0.43,0.400173,0.0,0.342,0.0,0.2891,0.6485,4.718772,0.029118,4.837684,0.2819,162.0493,31,0.858707,0.174634
Le2i_Home_02_video (31)_w008,Le2i_Home_02_video (31),Home_02,4,FALL,TP,0.65711,0.43,0.22711,0.0,0.1934,0.0,0.1285,0.8018,10.780148,0.03731,12.277535,1.575979,288.9279,40,0.447167,0.365172
Le2i_Home_02_video (31)_w009,Le2i_Home_02_video (31),Home_02,4,FALL,TP,0.656761,0.43,0.226761,0.0,0.1226,0.0,0.0055,0.8855,12.367646,-0.088303,14.250814,2.208886,0.0,38,0.119055,0.148188
Le2i_Home_02_video (31)_w010,Le2i_Home_02_video (31),Home_02,4,FALL,TP,0.646683,0.43,0.216683,0.0,0.1692,0.0,0.0018,0.843,12.367646,0.020213,14.250814,1.620916,611.8262,44,0.100636,0.073589
Le2i_Home_02_video (32)_w000,Le2i_Home_02_video (32),Home_02,4,NORMAL,TN,2e-06,0.43,0.429998,0.0,0.3959,0.0,0.3279,0.5661,0.526436,-0.017092,1.731086,0.177829,0.0,37,0.981856,0.007962
Le2i_Home_02_video (32)_w001,Le2i_Home_02_video (32),Home_02,4,NORMAL,TN,5e-06,0.43,0.429995,0.0,0.3895,0.0,0.3073,0.5733,1.554002,0.011403,2.808709,0.270781,136.2663,42,0.989842,0.010747
Le2i_Home_02_video (32)_w002,Le2i_Home_02_video (32),Home_02,4,FALL,TP,0.768526,0.43,0.338526,0.0,0.3507,0.0,0.2691,0.617,10.626291,0.050501,13.114526,0.953602,210.412,44,0.759093,0.355257
Le2i_Home_02_video (32)_w003,Le2i_Home_02_video (32),Home_02,4,FALL,TP,0.92171,0.43,0.49171,0.0,0.2522,0.0,0.1382,0.7388,17.146667,-0.001824,25.669592,2.477218,0.0,43,0.534059,0.341157
Le2i_Home_02_video (32)_w004,Le2i_Home_02_video (32),Home_02,4,FALL,TP,0.921434,0.43,0.491434,0.0,0.2331,0.0,0.0436,0.7642,17.146667,0.098735,25.669592,1.546503,173.6614,41,0.655301,0.242053
Le2i_Home_02_video (32)_w005,Le2i_Home_02_video (32),Home_02,4,FALL,TP,0.672786,0.43,0.242786,0.0,0.2726,0.0,0.0612,0.7115,1.560557,-0.004466,1.676654,0.202629,0.0,42,0.777362,0.026536
Le2i_Home_02_video (33)_w000,Le2i_Home_02_video (33),Home_02,4,NORMAL,TN,0.0,0.43,0.43,0.0,0.409,0.0,0.3661,0.5606,0.384288,0.007146,0.606726,0.11427,53.7725,39,0.854944,0.081173
Le2i_Home_02_video (33)_w001,Le2i_Home_02_video (33),Home_02,4,NORMAL,TN,0.0,0.43,0.43,0.0,0.4343,0.0,0.4018,0.5345,0.204193,0.008904,0.453662,0.07166,22.9293,22,0.910588,0.09766
Le2i_Home_02_video (33)_w002,Le2i_Home_02_video (33),Home_02,4,NORMAL,TN,2.5e-05,0.43,0.429975,0.0,0.4708,0.0,0.4485,0.5,0.094464,-0.001774,0.335464,0.034299,0.0,7,0.995737,0.00749
Le2i_Home_02_video (33)_w003,Le2i_Home_02_video (33),Home_02,4,NORMAL,TN,0.261528,0.43,0.168472,0.0,0.4619,0.0,0.4479,0.5115,4.056928,0.020128,5.994153,0.129671,201.5473,13,0.978849,0.139857
Le2i_Home_02_video (33)_w004,Le2i_Home_02_video (33),Home_02,4,FALL,TP,0.988039,0.43,0.558039,0.0,0.2548,0.0,0.24,0.7309,28.053034,0.021724,39.653229,1.474919,1291.2878,20,0.546976,0.47812
Le2i_Home_02_video (33)_w005,Le2i_Home_02_video (33),Home_02,4,FALL,TP,0.987607,0.43,0.557607,0.0,0.035,0.0,0.0242,0.9618,28.053034,0.0,39.653229,1.360561,27732455.2893,9,0.06781,0.211766
Le2i_Home_02_video (34)_w000,Le2i_Home_02_video (34),Home_02,4,NORMAL,TN,0.0,0.43,0.43,0.0,0.4425,0.0,0.3842,0.5152,0.109881,0.000346,0.316784,0.052975,316.4144,12,0.999578,0.000441
Le2i_Home_02_video (34)_w001,Le2i_Home_02_video (34),Home_02,4,NORMAL,TN,0.0,0.43,0.43,0.0,0.4387,0.0,0.3933,0.5242,0.127791,0.004399,0.24938,0.059613,29.0461,21,0.979061,0.030981
Le2i_Home_02_video (34)_w002,Le2i_Home_02_video (34),Home_02,4,NORMAL,TN,0.0,0.43,0.43,0.0,0.4468,0.0,0.417,0.5255,0.14971,0.009468,0.362745,0.069144,15.8102,23,0.974646,0.030022
Le2i_Home_02_video (34)_w003,Le2i_Home_02_video (34),Home_02,4,NORMAL,TN,1.4e-05,0.43,0.429986,0.0,0.4717,0.0,0.4491,0.5012,0.14971,0.002335,0.362745,0.049652,64.0951,11,0.99477,0.010987
Le2i_Home_02_video (34)_w004,Le2i_Home_02_video (34),Home_02,4,NORMAL,TN,0.001367,0.43,0.428633,0.0,0.4848,0.0,0.4727,0.4861,0.217366,-0.012583,0.430435,0.04879,0.0,11,0.998789,0.001993
Le2i_Home_02_video (34)_w005,Le2i_Home_02_video (34),Home_02,4,FALL,TP,0.990422,0.43,0.560422,0.0,0.3273,0.0,0.3067,0.6479,16.127001,-0.16044,23.738991,1.477913,0.0,22,0.629247,0.443685
Le2i_Home_02_video (34)_w006,Le2i_Home_02_video (34),Home_02,4,FALL,TP,0.982148,0.43,0.552148,0.0,0.0913,0.0,0.0685,0.8976,18.187599,0.036074,23.738991,1.866354,504.1585,16,0.146798,0.294604
Le2i_Home_02_video (34)_w007,Le2i_Home_02_video (34),Home_02,4,FALL,TP,0.987987,0.43,0.557987,0.0,0.0103,0.0,0.0048,0.9897,19.126106,0.0,24.557043,0.691759,19087493.3018,4,0.029084,0.144678
Le2i_Home_02_video (35)_w000,Le2i_Home_02_video (35),Home_02,4,NORMAL,TN,0.0,0.43,0.43,0.0,0.4731,0.0,0.4539,0.4855,0.201753,-0.002882,0.474092,0.069802,0.0,24,0.999415,0.000605
Le2i_Home_02_video (35)_w001,Le2i_Home_02_video (35),Home_02,4,NORMAL,TN,0.0,0.43,0.43,0.0,0.4784,0.0,0.4545,0.4855,0.302461,0.00773,0.842661,0.094715,39.1239,28,0.998991,0.00064
Le2i_Home_02_video (35)_w002,Le2i_Home_02_video (35),Home_02,4,NORMAL,TN,6e-06,0.43,0.429994,0.0,0.4828,0.0,0.4576,0.4848,0.302461,0.008217,0.842661,0.057089,36.8027,14,0.999111,0.000678
Le2i_Home_02_video (35)_w003,Le2i_Home_02_video (35),Home_02,4,NORMAL,TN,0.0,0.43,0.43,0.0,0.4798,0.0,0.4642,0.4855,2.646591,-0.086317,9.80023,0.214536,0.0,17,0.999299,0.00061
Le2i_Home_02_video (35)_w004,Le2i_Home_02_video (35),Home_02,4,FALL,TP,0.986694,0.43,0.556694,0.0,0.2647,0.0,0.2503,0.7158,33.648506,0.021887,56.53738,1.875352,1537.3035,22,0.577306,0.491445
Le2i_Home_02_video (35)_w005,Le2i_Home_02_video (35),Home_02,4,FALL,TP,0.999878,0.43,0.569878,0.0,0.0259,0.0,0.0158,0.9727,33.648506,0.28212,56.53738,1.302501,119.2699,7,0.077612,0.263418
Le2i_Home_02_video (35)_w006,Le2i_Home_02_video (35),Home_02,4,FALL,FN,0.415241,0.43,0.014759,0.584759,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Le2i_Home_02_video (36)_w000,Le2i_Home_02_video (36),Home_02,4,NORMAL,TN,0.0,0.43,0.43,0.0,0.0766,0.0,0.0527,0.9218,2.380636,0.019276,6.497294,1.178446,123.4959,19,0.23836,0.424166
Le2i_Home_02_video (36)_w001,Le2i_Home_02_video (36),Home_02,4,NORMAL,TN,0.0,0.43,0.43,0.0,0.1078,0.0,0.0673,0.8861,2.235848,-0.000205,6.497294,0.979357,0.0,20,0.359105,0.47881
Le2i_Home_02_video (36)_w002,Le2i_Home_02_video (36),Home_02,4,NORMAL,TN,1e-06,0.43,0.429999,0.0,0.3132,0.0,0.2727,0.6606,1.996609,-0.021312,6.240232,0.378072,0.0,15,0.759423,0.426759
Le2i_Home_02_video (36)_w003,Le2i_Home_02_video (36),Home_02,4,NORMAL,TN,0.000251,0.43,0.429749,0.0,0.4658,0.0,0.4412,0.4952,0.973423,-0.035591,2.679934,0.088265,0.0,17,0.997396,0.013047
Le2i_Home_02_video (36)_w004,Le2i_Home_02_video (36),Home_02,4,FALL,TP,0.89711,0.43,0.46711,0.0,0.2293,0.0,0.2145,0.7527,5.396747,0.02137,7.629231,0.155458,252.5242,14,0.497777,0.497944
Le2i_Home_02_video (36)_w005,Le2i_Home_02_video (36),Home_02,4,FALL,FN,0.415241,0.43,0.014759,0.584759,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Le2i_Home_02_video (37)_w000,Le2i_Home_02_video (37),Home_02,4,NORMAL,TN,0.0,0.43,0.43,0.0,0.4065,0.0,0.3339,0.5594,2.301701,-0.054847,5.774551,0.584391,0.0,37,0.991993,0.009769
Le2i_Home_02_video (37)_w001,Le2i_Home_02_video (37),Home_02,4,NORMAL,TN,0.0,0.43,0.43,0.0,0.3842,0.0,0.2927,0.5879,3.475345,0.017145,6.873245,1.061023,202.6863,48,0.971081,0.027502
Le2i_Home_02_video (37)_w002,Le2i_Home_02_video (37),Home_02,4,NORMAL,TN,0.0,0.43,0.43,0.0,0.3933,0.0,0.3067,0.5806,3.475345,0.064109,6.873245,0.673097,54.2087,46,0.974891,0.028726
Le2i_Home_02_video (37)_w003,Le2i_Home_02_video (37),Home_02,4,NORMAL,TN,2.1e-05,0.43,0.429979,0.0,0.4362,0.0,0.4055,0.5358,0.712455,0.005793,1.427668,0.169775,122.9584,39,0.996779,0.002577
Le2i_Home_02_video (37)_w004,Le2i_Home_02_video (37),Home_02,4,FALL,TP,0.907605,0.43,0.477605,0.0,0.4493,0.0,0.4303,0.5261,0.763335,-0.022374,1.893907,0.22758,0.0,41,0.719809,0.40908
Le2i_Home_02_video (37)_w005,Le2i_Home_02_video (37),Home_02,4,FALL,TP,0.709837,0.43,0.279837,0.0,0.4336,0.0,0.3812,0.5382,0.763335,-0.01253,1.893907,0.215943,0.0,43,0.250422,0.358386
Le2i_Home_02_video (37)_w006,Le2i_Home_02_video (37),Home_02,4,FALL,TP,0.664387,0.43,0.234387,0.0,0.4272,0.0,0.3642,0.5436,0.515319,0.004831,0.584135,0.097784,106.6442,38,0.072856,0.032344
Le2i_Home_02_video (37)_w007,Le2i_Home_02_video (37),Home_02,4,FALL,TP,0.662311,0.43,0.232311,0.0,0.4292,0.0,0.377,0.54,0.515319,0.00614,0.584135,0.101092,83.9196,38,0.091885,0.021707
Le2i_Home_02_video (38)_w000,Le2i_Home_02_video (38),Home_02,4,NORMAL,TN,0.0,0.43,0.43,0.0,0.4522,0.0,0.4273,0.5248,0.073883,0.002033,0.110536,0.020219,36.3221,5,0.984394,0.005004
Le2i_Home_02_video (38)_w001,Le2i_Home_02_video (38),Home_02,4,NORMAL,TN,2e-06,0.43,0.429998,0.0,0.4281,0.0,0.3897,0.5539,0.173371,0.002664,0.283521,0.032015,65.0611,14,0.992149,0.005247
Le2i_Home_02_video (38)_w002,Le2i_Home_02_video (38),Home_02,4,NORMAL,TN,5.7e-05,0.43,0.429943,0.0,0.4095,0.0,0.3661,0.5764,0.173371,0.00018,0.283521,0.036876,955.5156,19,0.995764,0.002087
Le2i_Home_02_video (38)_w003,Le2i_Home_02_video (38),Home_02,4,NORMAL,TN,2.4e-05,0.43,0.429976,0.0,0.3832,0.0,0.3285,0.6115,0.127608,-0.008618,0.255078,0.051943,0.0,20,0.969262,0.034367
Le2i_Home_02_video (38)_w004,Le2i_Home_02_video (38),Home_02,4,NORMAL,TN,5e-06,0.43,0.429995,0.0,0.3682,0.0,0.3085,0.6291,0.127608,-0.009469,0.255078,0.047102,0.0,16,0.970082,0.0351
Le2i_Home_02_video (38)_w005,Le2i_Home_02_video (38),Home_02,4,NORMAL,TN,2.2e-05,0.43,0.429978,0.0,0.3786,0.0,0.3218,0.6055,0.073906,-0.001387,0.151682,0.023523,0.0,4,0.998505,0.003432
Le2i_Home_02_video (39)_w000,Le2i_Home_02_video (39),Home_02,4,NORMAL,TN,4e-06,0.43,0.429996,0.0,0.4338,0.0,0.3945,0.5352,0.708874,0.014101,1.177376,0.141941,50.2661,33,0.984886,0.017349
Le2i_Home_02_video (39)_w001,Le2i_Home_02_video (39),Home_02,4,NORMAL,TN,0.00025,0.43,0.42975,0.0,0.4066,0.0,0.3545,0.5739,0.401441,0.02218,0.64906,0.081559,18.0985,30,0.988422,0.01637
Le2i_Home_02_video (39)_w002,Le2i_Home_02_video (39),Home_02,4,NORMAL,TN,0.000354,0.43,0.429646,0.0,0.3968,0.0,0.343,0.597,0.24736,0.001645,0.286991,0.040497,150.2968,23,0.992582,0.005059
Le2i_Home_02_video (39)_w003,Le2i_Home_02_video (39),Home_02,4,NORMAL,TN,0.001071,0.43,0.428929,0.0,0.4014,0.0,0.3576,0.597,0.126581,-0.003981,0.137311,0.036816,0.0,25,0.986515,0.004658
Le2i_Home_02_video (39)_w004,Le2i_Home_02_video (39),Home_02,4,NORMAL,TN,0.00026,0.43,0.42974,0.0,0.4363,0.0,0.4067,0.5485,0.513304,-0.030069,0.753733,0.104088,0.0,32,0.986365,0.007473
Le2i_Home_02_video (39)_w005,Le2i_Home_02_video (39),Home_02,4,NORMAL,TN,4e-06,0.43,0.429996,0.0,0.4715,0.0,0.4612,0.5018,0.513304,-0.008335,0.753733,0.118078,0.0,34,0.99229,0.007944
Le2i_Home_02_video (40)_w000,Le2i_Home_02_video (40),Home_02,4,NORMAL,TN,0.000748,0.43,0.429252,0.0,0.4091,0.0,0.3509,0.5485,0.324011,-0.00083,0.603016,0.086449,0.0,32,0.995491,0.001071
Le2i_Home_02_video (40)_w001,Le2i_Home_02_video (40),Home_02,4,NORMAL,TN,0.000259,0.43,0.429741,0.0,0.4066,0.0,0.3448,0.5552,0.260535,-0.004921,0.450951,0.1013,0.0,38,0.993704,0.002659
Le2i_Home_02_video (40)_w002,Le2i_Home_02_video (40),Home_02,4,NORMAL,TN,2e-05,0.43,0.42998,0.0,0.3795,0.0,0.3109,0.5945,0.732767,0.01256,1.097912,0.181061,58.335,42,0.99367,0.003431
Le2i_Home_02_video (40)_w003,Le2i_Home_02_video (40),Home_02,4,NORMAL,TN,6.5e-05,0.43,0.429935,0.0,0.3746,0.0,0.3164,0.6085,0.732767,0.02576,1.097912,0.153646,28.4443,42,0.996307,0.003156
